Date,ABB.NS,ACC.NS,ADANIENT.NS,ADANIGREEN.NS,ADANIPORTS.NS,AMBUJACEM.NS,APOLLOHOSP.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BANDHANBNK.NS,BHARTIARTL.NS,BPCL.NS,BRITANNIA.NS,CHOLAFIN.NS,CIPLA.NS,COALINDIA.NS,COLPAL.NS,DABUR.NS,DIVISLAB.NS,DLF.NS,DRREDDY.NS,EICHERMOT.NS,FEDERALBNK.NS,GAIL.NS,GODREJCP.NS,GRASIM.NS,HAVELLS.NS,HCLTECH.NS,HDFCBANK.NS,HDFCLIFE.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,ICICIGI.NS,IDEA.NS,INDUSINDBK.NS,INFY.NS,IOC.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LT.NS,M&M.NS,MARUTI.NS,MPHASIS.NS,NESTLEIND.NS,NMDC.NS,NTPC.NS,ONGC.NS,PERSISTENT.NS,POWERGRID.NS,RELIANCE.NS,SBILIFE.NS,SBIN.NS,SHREECEM.NS,SIEMENS.NS,SUNPHARMA.NS,TATACONSUM.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,TVSMOTOR.NS,ULTRACEMCO.NS,VEDL.NS,WIPRO.NS
2021-06-29,-0.011643415410567392,0.001023456508146022,-0.0014429789257946932,0.005743241459041608,-0.007356810337814212,0.00014504568849484531,0.038896107437316266,-0.013801447226246015,-0.014155211565743028,-0.006321475653840884,0.0025393571268502867,-0.031944087452101116,-0.011835548404379288,-0.0019284622688266458,-0.0027579553407850576,-0.008245543874226456,0.017038922979468723,-0.018512405183197658,0.00035950412763200665,0.0005287729176337216,0.009630485645718638,-0.021869148073188672,0.0053242801886629896,-0.012983127446120691,-0.009778661569140285,-0.008842319978950578,0.009212856239808852,-0.01144237057828192,-0.013698106105354253,-0.0017268397549043285,0.00013322878859326352,-0.014030828996616649,-0.005501452788611619,-0.02128151911637328,0.013063665192713875,-0.015809451586394012,-0.01034525787441126,-0.03406649854218695,0.009126643542249444,-0.005582480019272238,-0.02465886486114894,-0.0014747810445156161,-0.013683272935535997,-0.015819225166926965,-0.002346938060879918,-0.015110491683272336,-0.01441972469024906,0.017773229341873836,0.005304120366374933,-0.003024798818793346,0.012406527394302898,-0.024406721399522224,0.039989154845100114,0.017741154821404582,0.0008625173920426864,-0.0026978698243385903,-0.012378600507789243,-0.009049294190780023,-0.009591183403477338,0.001920133481709615,-0.009975891386906357,-0.009717783038015348,0.0012278501411115523,-0.015456654072667752,0.0020520735185976524,-0.014993937487206902,-0.006535631341268653,-0.0046792895455022255,-0.00880747000226421
2021-06-30,0.010758954038120914,-0.018806478657982184,-0.010557325066912475,-0.0012438029042331892,-0.010320334341630941,-0.010948031283916916,0.007960239946251732,-0.0048659514885808245,0.002228013948299142,-0.015637988044475516,-0.006057265805985382,-0.016665744954943197,0.0013324423289638198,0.003959856624392394,-0.002052922678957087,-0.011815022916239863,-0.007891224916898544,0.01476928978080666,0.009686091049907641,0.002464746574794423,0.011889290505843206,-0.021468341641998488,-0.001851669090371106,-0.012630053800787563,0.006912502867751592,-0.015581229360075055,-0.008638120638164064,-0.003031281821574803,0.0014292935083896818,-0.00010156440358843423,-0.0027666169901411418,0.0026553856566407263,-0.008541850446225735,-0.005895902869903003,-0.008561973521729346,-0.014476955669218689,-0.009463849746691927,-0.01496292961532474,-0.0017696189819361974,0.011292151149049315,-0.0023143477396591326,-0.0029557206920504528,-0.0029202433387917463,0.0,-0.00687371410358221,-0.00500216472017536,0.003785758615710944,0.02277168315082873,0.0019156996228443508,0.01394787459175645,-0.010256397453504675,-0.014340070907658008,0.04394455454805477,-0.01537148761576922,0.010885084738631218,0.008717183958185758,-0.005471548612876129,-0.022641386295612558,0.014352497686330682,-0.003177747822913775,-0.004826484572003965,-0.0050871427875732525,0.0014657396719789972,0.006686206369936763,0.0005196239385271053,0.013303138655161882,-0.007161464774243624,-0.013790918790293124,0.005605301721666189
2021-07-01,-0.008051367068272884,-0.009374847879087631,-0.010898582300747375,-0.051251253660520094,-0.0008529940012033912,-0.0010280676769808402,0.01605875904867494,-0.002475219253789915,0.016958023541201406,-0.024460595289476694,-0.008127972170079021,-0.012032746172996243,-0.005723522601840494,-0.011494790363046013,-0.01486467553619743,-0.013930036556193072,0.00635885184552521,-0.006842440292877309,0.013199920098061136,0.036257960577860224,0.006207521365821704,-0.003028305273648682,0.02466996759336268,0.001552499860527133,-0.0046403684747570164,0.0221386238196889,0.020247457462585754,0.0010337597108492844,0.008937580274718138,0.0020315309998385827,-0.007471729198652797,-0.0008017259137966423,0.006832541763660418,0.019562904255296866,0.0027072867056543047,-7.922299055328503e-05,-0.0052463745051258915,-0.0948077532136582,-0.008547158419433602,-0.012988924112020517,-0.003248823361692738,0.001479047844002617,-0.004910356998678737,0.005990581298085875,-0.005513069145984824,0.0022476974641359826,0.00907277667637295,0.017464462523452944,0.0007483706181397763,0.0018993585496851141,0.008128386765148448,0.009723023464930735,0.007306023606662846,-0.006908670017931902,-0.006035233592854716,-0.0012406867172176357,0.002858321308770633,-0.0162985988344898,-0.0005939915756927116,0.012798016694707743,0.002184704891510145,-0.0026178992514661243,-0.0012712342157391982,-0.009447020435140403,0.004492061642606771,0.006105466129422911,-0.01019787387517964,0.0001904394441317026,-0.011613078717115677
2021-07-02,-0.0036582902158587946,-0.004393425255678832,-0.04684439624981424,-0.051258787557479125,0.010329007689762682,-0.003090279371745227,0.014774261407640888,0.005610806737259203,-0.006968934888304858,-0.005600900251087644,0.005114924858866588,-0.014353177670399396,0.004486274673578967,0.0,-0.014143745731490253,0.007773861640806887,0.0011240089883231084,0.01363806633737833,-0.010977954255566014,0.0011859958786376065,0.01874922025762434,0.01276386851880899,0.0030896390852111085,-0.005359398908711633,-0.008172845317542615,-0.011173393113617322,0.0035969241362735433,-0.007056873602385884,-0.0034944620964064165,-0.0008630236373359956,-0.004280169720220571,0.0025487427969933273,-0.0009071345058827103,-0.008869002176375115,0.003746159022470603,0.014790592113141354,-0.00343819602167488,-0.02801303562893325,0.001933217537390761,0.004731159034766857,0.00833326519681302,-0.002959903528195897,-0.013685140137209296,-0.0005537325195507891,-0.004466227555933268,0.004033053292990457,-0.001392022650396305,-0.007788798376251939,-0.002507863110303408,-0.008165568010847526,0.001277271843407191,-0.003371220736720331,-0.010492659118170032,-0.012425388275174556,0.014715136367186516,0.0002979150131069664,0.009469788529962957,-0.0016662171583901452,-2.4766052627266002e-05,-0.004247801345969902,0.00993658553804738,-0.023962395295510308,-0.004814719106689483,0.003908840721397475,0.008268853370499141,-0.019898781274251025,0.0018842130921723536,-0.003238648322798964,-0.0013914234339731618
2021-07-05,-0.007526291956303581,-0.0022669259512046788,-0.019671224418035028,-0.05127774360587546,-0.0004928056392934323,0.00309027937174518,-0.00405296642310363,0.012839356286549686,0.006243341357766457,0.014586114886811769,0.01241876212188575,0.002794134547824969,-0.002001959321361124,-0.006612980735867001,-0.006153750469598048,0.017296962824026964,-0.004606132284193601,0.015123790884355738,-0.0021330573043549,-0.004668227794009136,0.008877053187963058,0.03411285849930066,-0.006802594650978714,0.014938543793096056,0.022603155255159706,0.0056022555486697516,0.03716887710867723,-3.35773427546966e-05,0.03665937253413496,-0.004988911783175384,0.010114834723943431,-0.014062072444888555,0.006213630176787755,0.035270068334624385,0.004712753579485955,0.011800497599579447,0.008461378708710027,0.03352271228397673,0.010737963604095695,0.007086587858071833,0.0032221909829157325,0.006156800206627901,0.011887494968771138,0.00925659014992214,0.014898683596136273,0.011624131421164549,0.003374369274265263,-0.01909122949524756,0.002232894715743698,-0.04299920592681713,0.00931801589206941,0.020886368842240148,-0.008846013034906104,0.010256684766121665,0.009884937290791271,0.002627470788444779,0.019252828010714214,-0.0010109777172773644,0.004002137061162031,-0.0015425661019626423,0.003529547365379313,0.01818742053797617,-0.001339137670670919,-0.013632159522430971,-0.002767703825563481,-0.001062669797590343,-7.393270025761522e-06,0.03891998864883327,-0.004186232435124789
2021-07-06,-0.009061384661732824,0.020022544341453695,0.014559799326279902,0.048763023404576666,0.003725328114710464,0.03337733063145039,-0.0031921907747120316,-0.0026338531997770922,-0.0014529033948998827,0.013967090460883676,0.021132928670095533,-0.00668791794055674,0.004094974635001115,-0.0035956976207750075,-0.0012921805156360022,0.004230195224729769,-0.0057619545504715,-0.01614028560116087,-0.001988973894693029,0.006952162450731848,-0.007870754833566475,-0.009579406636953008,0.00027985713936338807,0.003732234402048145,-0.0040195303775553935,-0.011900994598481172,0.041556924752802614,0.005055438788149445,-0.0009296765494144494,-0.007890156246024408,0.02590770789276481,0.0031665053160788606,-0.0064190903230832465,-0.010840118778250848,-0.010681055899121028,0.0037745405334450627,0.0011482382325206258,-0.03352271228397685,0.010236041953866622,-0.010664862591043447,-0.003683352704569444,-0.005662874146888178,0.0005944519544057779,0.013911256110223744,-0.0016260067358050236,-0.012518806317166105,-0.011181547868886458,0.005989083323707741,-0.009754675584781502,-0.03365577942834975,-0.008042295586483575,0.004537064843958097,0.003403684411785846,-0.00653455048473531,-0.011883217821934378,0.013084401903672863,-0.006725607919721156,0.028546422361876784,0.0003452845287477812,-0.010270008826094554,-0.004840047727168136,0.008949816417236073,-0.0178335109154532,-0.02363346182798741,0.00734478860952498,-0.005083664134497735,0.03123383547194652,-0.006813490175884906,-0.007016337917200072
2021-07-07,-0.008943370299920785,0.00674992974545224,0.007639824300929722,0.004236864963305554,0.010329388328903216,0.015790615780505265,0.0025196340600748854,0.00598192192718144,-0.0017057702462470552,0.023164857850816845,-0.0006128857225329748,0.00046798492563673584,0.006630773374209435,0.005334558600081494,0.0006676129858855798,-0.0043262120933511535,-0.004032465131047655,0.00033907700523746527,0.025002773589761978,0.004383704769015671,0.006246513043190392,0.013656848998114528,0.004080575875385317,-0.00011060931813073734,-0.006928463109203661,-0.002663832177192825,-0.0014010554538181038,-0.0022733585261624457,0.0,0.0033892966113442608,0.0031226769847330126,0.007544545632865422,-0.0020230907587899145,0.021310095303854294,0.0036940743137792694,0.00567368390769924,0.013080005262477724,0.005665758965184389,0.013343384700402902,0.0015349352669871456,-0.004159910047071198,0.006153769288797868,0.025303088535158075,0.0036675846741744613,0.007246919348802388,-0.00384428151936322,-0.00876089119973792,0.021765371652862322,0.014030971835141143,-0.007106793610709656,-0.0017013223222355055,-0.013256031021320426,-0.03517344119350744,0.00935288058396674,-0.00696597586440487,-0.008588773909954594,0.007187700103074927,-0.008030371734101243,-0.008365745498713013,0.010123022980830726,0.0005899377017100118,0.043093097860419934,0.0038701911044694225,-0.00348379894703546,-0.020372881090518966,-0.0064324624797561175,-0.0011472090476281102,0.006079051778756582,-0.0008451169717391455
2021-07-08,-0.022553048019563524,-0.0034678624339692047,0.00017530560217519009,0.011341018608214987,-0.01173371384812907,0.009189720123907858,-0.01196713810672014,-0.01120415364522006,0.007150321213158816,-0.0030155713711468883,-0.011506061352391864,-0.020326773393499694,-0.008152449162829764,-0.005007116690713959,-0.008541643791778644,-0.008903801274425293,-0.015189284404495162,-0.00884963199546749,0.008800740142222294,0.002855975520198301,-0.009279387679008691,-0.0241969502631198,-0.017291615614855232,0.006782957420471392,-0.0029011029389491537,-0.00837116250444669,-0.00020773573434626212,-0.012393608382281023,0.006927142125575558,0.0014854942999005109,-0.01245131983322553,-0.005708036639963851,-0.004455163355066915,-0.02716608914043082,-0.013836215491357237,-0.018674973958115886,-0.012601988482495363,-0.005665758965184324,0.0005262833653699854,-0.002463745549236248,-0.0037121934280881226,-0.008626226579436949,-0.03260889582377,-0.016885844846508166,-0.010440322224913789,-0.0034080966174002835,-0.006491286071727808,0.0012412799028111083,-0.005549574342403293,-0.006858545910738886,0.0,-0.0240571220029666,-0.004935990629338244,0.0008657405882402135,-0.008304293685092874,0.0070726585930441,-0.019597013277511517,0.0012625481257477727,0.0008695131621982177,-0.019599758556838445,0.0003275928482020172,-0.024000586895128635,-0.005035722642613723,0.013532609153769453,-0.0005211319327251575,-0.009058747367582214,-0.0033557446282243084,-0.028690539732768045,-0.0021634776555616722
2021-07-09,0.005970774693670493,0.0038114808875857327,0.0038147795184499535,-0.009033043798936147,0.023331170752341916,0.007869192974213367,0.014735379016760381,-0.009389285080503079,-0.02016620825659643,0.04136165095209876,0.0029947711396862042,0.008401342813276178,0.020630922785404737,-0.0028413044117925443,-0.0044350049715565915,0.009577744726107805,0.009578858909108038,0.0030722291105840984,-0.009496434142083284,-0.0008391654960216812,0.019583078694635214,0.04250907072055264,0.003403239896254071,-0.006303675765238531,-0.005243307926344091,-0.010478384091177271,0.0030595691662342393,0.01660195206476297,-0.005019801240692942,5.1284901108629174e-05,-0.012208732816176437,0.0028580910247383755,-0.001241971219828092,0.017978847283412317,0.0015923306285129872,-0.005232405147483812,-0.00038236277356040055,0.028013035628933224,-0.005274852205627046,0.0013766609585797655,-0.0023273460259601577,-0.003222763964148975,0.019707233813434998,-0.007096591425172581,-0.0007332257202012087,-0.006073127949779897,0.0033048367232440517,0.024015714042247595,0.000970055621146599,0.002689282167955605,0.0029756503555518187,0.007235644084447136,-0.008593068532109305,-0.003901177079257537,-0.010279162646424934,-0.0019596317432246943,-0.0016505461238679653,-0.0028701417355137793,-0.00562823706658814,0.0014983232424098593,0.003465819233235983,0.04084393084727829,-0.015572446995027717,-0.007954938652713574,-0.003336387923708899,0.0013349562313812195,-0.00034055872540003103,0.026115807832188,-0.009841139493020292
2021-07-12,0.007268712170812399,0.017058164324229404,-0.007468478369641114,-0.015023026098803152,-0.014448317192456313,0.022167184898057742,0.005753870973215055,0.008328171372526439,-0.009997428697655719,0.004203713565554749,0.00218143588189655,-0.003478688114440772,-0.012384054949326347,-0.012997167360552432,-0.0015979030842436942,-0.005309626965328996,5.2178173881622704e-05,-0.002047208961588128,0.004947110975269708,-0.004121893115833734,-0.0023834648816581684,0.03468377958780323,0.006207353384899773,-0.0009774113171918774,0.04455335195090574,-0.0027221293714322654,-0.008998118160504278,0.023714291420015327,0.01854009891198802,0.002657776925719115,-0.010036992101959262,-0.00043925179759900994,0.00048308875153621277,-0.004367881264859176,-0.0029823785830432547,0.011986416031373232,0.010400965491442052,-0.005540201451290676,0.008950738848599057,-0.00967612155237522,-0.0009322835794517564,-0.0012423324894600821,0.01875056268784009,0.006894458233750022,0.0007666358130817434,0.0016834717438420684,0.00596150530861478,-0.006390232811657638,0.00030598854321485936,-0.011404597757063106,0.00042418237929859926,0.005498100391216062,-0.0003425908332693013,-0.005443725163027401,0.006208968587807401,0.013492315465577982,0.008693631020305287,0.019165864714808765,0.004336122010998648,0.0009726980304664007,0.012906806888809226,-0.010055599626768047,-0.004702117970005327,0.00460073648109399,-0.0004359965754335093,0.001582780431925417,0.027757898887683742,-0.002211782218666603,9.498085250942624e-05
